BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS,1,2314,70,,A5,293 ALEXANDER AVENUE,,10454,1,0,1,"1,127","2,724",1899,1,A5,0,8/11/23
2,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS,1,2553,47,,A5,633 EAST 140TH STREET,,10454,1,0,1,"1,758","1,683",2000,1,A5,"655,000",11/27/23
2,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS,1,2553,48,,A5,631 EAST 140 STREET,,10454,1,0,1,"1,758","1,683",2000,1,A5,"620,000",8/29/23
2,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS,1,2561,82,,A5,691 EAST 132 STREET,,10454,1,0,1,"1,650","1,430",1920,1,A5,"427,500",6/12/23
2,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS,1,2561,82,,A5,691 EAST 132 STREET,,10454,1,0,1,"1,650","1,430",1920,1,A5,"650,000",1/2/24
2,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS,1,2571,28,,A5,387 POWERS AVENUE,,10454,1,0,1,"2,202","1,104",1999,1,A5,"695,800",10/11/23
2,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS,1B,2578,16,,V0,439 CONCORD AVENUE,,10455,0,0,0,"5,500",0,1931,1,S1,"4,900,000",8/21/23
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2280,24,,B9,432 EAST 136TH,,10454,2,0,2,"1,500","2,115",1901,1,B9,"935,000",2/28/24
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2283,117,,B2,418 EAST 139TH STREET,,10454,2,0,2,"2,950","2,080",2001,1,B2,"1,237,500",7/31/23
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2286,102,,B3,433 EAST 141ST STREET,,10454,2,0,2,"1,875","2,160",1910,1,B3,"55,000",12/26/23
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2289,120,,B2,436 EAST 145 STREET,,10454,2,0,2,"2,000","2,280",1990,1,B2,"940,000",2/29/24
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2289,121,,B2,438 E 145TH ST,,10454,2,0,2,"2,000","2,280",1990,1,B2,"375,000",2/6/24
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2289,145,,B2,429 BROOK AVENUE,,10454,2,0,2,"1,791","2,280",1994,1,B2,0,6/9/23
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2289,161,,B2,467 EAST 144TH STREET,,10454,2,0,2,"2,000","2,280",1993,1,B2,"875,000",1/12/24
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2289,170,,B2,449 EAST 144 STREET,,10454,2,0,2,"3,664","2,280",1993,1,B2,"999,000",6/16/23
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2554,28,,B2,360 BEEKMAN AVENUE,,10454,2,0,2,"3,000","2,340",2000,1,B2,0,8/28/23
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2554,32,,B2,646 ST MARYS STREET,,10454,2,0,2,"2,110","2,280",1999,1,B2,0,10/6/23
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2554,41,,B2,367 CYPRESS AVENUE,,10454,2,0,2,"1,985","2,280",1999,1,B2,"954,000",10/18/23
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2562,33,,B2,718 EAST 134 STREET,,10454,2,0,2,"1,775","2,448",1920,1,B2,"975,000",3/5/24
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2565,52,,B1,742 EAST 137 STREET,,10454,2,0,2,"1,500","1,440",1920,1,B1,"625,000",8/15/23
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2565,55,,B1,748 E 137,,10454,2,0,2,"1,500","1,650",1920,1,B1,0,7/20/23
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,1,2568,39,,B2,683 EAST 139 STREET,,10454,2,0,2,"2,969","2,340",2000,1,B2,10,12/13/23
2,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS,1,2275,131,,C0,549 E 148 STREET,,10455,3,0,3,"1,887","2,970",2001,1,C0,"999,000",2/28/24
2,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS,1,2282,31,,C0,462 EAST 138TH STREET,,10454,3,0,3,"1,667","3,200",1901,1,C0,"1,045,000",9/6/23
2,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS,1,2285,114,,C0,428 EAST 141ST STREET,,10454,3,0,3,"2,038","2,700",1994,1,C0,0,12/19/23
2,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS,1,2287,111,,C0,412 EAST 143RD STREET,,10454,3,0,3,"2,150","3,081",2000,1,C0,"1,010,000",8/4/23
2,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS,1,2288,81,,C0,439 E 143 STREET,,10454,3,0,3,"2,500","3,375",1910,1,C0,0,9/22/23
2,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS,1,2292,131,,C0,438 EAST 148 STREET,,10455,3,0,3,"1,803","2,964",2007,1,C0,"875,000",9/14/23
2,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS,1,2315,107,,C0,308 EAST 141 STREET,,10454,3,0,3,"1,665","2,655",2005,1,C0,0,12/6/23
2,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS,1,2565,74,,C0,727 E. 136 STREET,,10454,3,0,3,"2,500","3,150",1920,1,C0,"1,425,000",6/15/23
2,MOTT HAVEN/PORT MORRIS,05 TAX CLASS 1 VACANT LAND,1B,2280,75,,V0,411 EAST 135 STREET,,10454,0,0,0,"1,800",0,,1,V0,"50,000",11/17/23
2,MOTT HAVEN/PORT MORRIS,05 TAX CLASS 1 VACANT LAND,1B,2280,75,,V0,411 EAST 135TH STREET,,10454,0,0,0,"1,800",0,,1,V0,0,4/20/23
2,MOTT HAVEN/PORT MORRIS,05 TAX CLASS 1 VACANT LAND,1B,2578,18,,V0,431 CONCORD AVENUE,,10455,0,0,0,"8,250",0,,1,V0,"4,900,000",8/21/23
2,MOTT HAVEN/PORT MORRIS,07 RENTALS - WALKUP APARTMENTS,2,2284,120,,C5,403 EAST 139 STREET,,10454,14,0,14,"1,667","2,799",1910,2,C5,0,4/19/23
2,MOTT HAVEN/PORT MORRIS,07 RENTALS - WALKUP APARTMENTS,2B,2307,30,,C1,363 145 STREET,,10454,8,0,8,"2,485","5,492",2021,2,C1,10,3/21/24
2,MOTT HAVEN/PORT MORRIS,07 RENTALS - WALKUP APARTMENTS,2A,2329,162,,C3,328 E. 148TH STREET,,10451,4,0,4,"1,820","5,300",2005,2,C3,"1,100,000",7/26/23
2,MOTT HAVEN/PORT MORRIS,07 RENTALS - WALKUP APARTMENTS,2B,2550,69,,C1,593 EAST 137TH STREET,,10454,7,0,7,"2,500","4,350",1931,2,C1,"1,000,000",10/12/23
2,MOTT HAVEN/PORT MORRIS,07 RENTALS - WALKUP APARTMENTS,2B,2550,70,,C1,591 EAST 137 STREET,,10454,7,0,7,"2,500","3,870",1931,2,C1,"1,000,000",10/12/23
2,MOTT HAVEN/PORT MORRIS,07 RENTALS - WALKUP APARTMENTS,2B,2554,2,,C1,627 EAST 141 STREET,,10454,10,0,10,"2,711","9,820",1920,2,C1,0,10/18/23
2,MOTT HAVEN/PORT MORRIS,07 RENTALS - WALKUP APARTMENTS,2,2554,8,,C7,320 BEEKMAN AVENUE,,10454,14,1,15,"2,700","14,364",1910,2,C7,0,10/18/23
2,MOTT HAVEN/PORT MORRIS,07 RENTALS - WALKUP APARTMENTS,2,2566,1,,C7,232 CYPRESS AVENUE,,10454,20,1,21,"4,000","13,780",1905,2,C7,0,10/18/23
2,MOTT HAVEN/PORT MORRIS,07 RENTALS - WALKUP APARTMENTS,2A,2576,6,,C4,432 WALES AVENUE,,10455,4,0,4,"2,500","3,606",1915,2,C4,"999,500",10/20/23
2,MOTT HAVEN/PORT MORRIS,07 RENTALS - WALKUP APARTMENTS,2B,2579,6,,C4,504 JACKSON AVENUE,,10455,9,0,9,"2,500","7,040",1931,2,C4,"1,175,000",5/18/23
2,MOTT HAVEN/PORT MORRIS,07 RENTALS - WALKUP APARTMENTS,2,2581,24,,C7,800 E 149 ST,,10455,15,4,19,"4,000","18,000",1914,2,C7,"2,700,000",8/1/23
2,MOTT HAVEN/PORT MORRIS,07 RENTALS - WALKUP APARTMENTS,2A,2600,196,,C3,524 TIMPSON PLACE,,10455,4,0,4,"2,500","3,398",1910,2,C3,0,10/17/23
2,MOTT HAVEN/PORT MORRIS,08 RENTALS - ELEVATOR APARTMENTS,2,2288,32,,D7,450 E 144TH ST,,10454,18,1,19,"5,833","24,662",2003,2,D7,"3,300,000",9/18/23
2,MOTT HAVEN/PORT MORRIS,09 COOPS - WALKUP APARTMENTS,2,2582,61,,C6,"823 EAST 147TH STREET, 54",,10455,,,,,,1920,2,C6,"145,000",10/13/23
2,MOTT HAVEN/PORT MORRIS,14 RENTALS - 4-10 UNIT,2A,2282,25,,S5,450 EAST 138 STREET,,10454,5,1,6,"1,667","3,336",1931,2,S5,0,5/12/23
2,MOTT HAVEN/PORT MORRIS,14 RENTALS - 4-10 UNIT,2A,2287,6,,S9,368 WILLIS AVENUE,,10454,2,2,4,"2,000","3,560",1910,2,S9,"1,140,000",7/11/23
2,MOTT HAVEN/PORT MORRIS,14 RENTALS - 4-10 UNIT,2A,2296,48,,S3,57 BRUCKNER BLVD,,10454,3,1,4,"2,000","5,120",1915,2,S3,0,8/30/23
2,MOTT HAVEN/PORT MORRIS,14 RENTALS - 4-10 UNIT,2A,2296,52,,S9,49 BRUCKNER BOULEVARD,,10454,2,2,4,"2,000","5,120",1915,2,S9,"1,700,000",7/25/23
2,MOTT HAVEN/PORT MORRIS,14 RENTALS - 4-10 UNIT,2B,2327,22,,S5,2809 3RD AVENUE,,10455,6,1,7,"1,943","7,248",1905,2,S5,"3,075,000",3/21/24
2,MOTT HAVEN/PORT MORRIS,22 STORE BUILDINGS,4,2265,17,,K1,220 BROOK AVENUE,,10454,0,3,3,"15,000","15,000",1931,4,K1,"6,500,000",10/31/23
2,MOTT HAVEN/PORT MORRIS,22 STORE BUILDINGS,4,2282,26,,K2,452 EAST 138 STREET,,10454,0,2,2,"1,667","1,668",1931,4,K2,0,10/14/23
2,MOTT HAVEN/PORT MORRIS,22 STORE BUILDINGS,4,2291,37,,K1,481-489 BROOK AVENUE,,10455,0,5,5,"6,727","6,727",1991,4,K1,"2,350,000",11/14/23
2,MOTT HAVEN/PORT MORRIS,22 STORE BUILDINGS,4,2314,47,,K4,2576 3 AVENUE,,10454,2,2,4,"2,392","4,288",1931,4,K4,"1,900,000",10/23/23
2,MOTT HAVEN/PORT MORRIS,22 STORE BUILDINGS,4,2550,19,,K1,600 EAST 138TH STREET,,10454,0,3,3,"18,750","37,500",1991,4,K1,"8,600,000",4/18/23
2,MOTT HAVEN/PORT MORRIS,22 STORE BUILDINGS,4,2566,55,,K4,758 EAST 138 STREET,,10454,1,2,3,"4,838","2,310",1910,4,K4,"739,000",2/2/24
2,MOTT HAVEN/PORT MORRIS,27 FACTORIES,4,2563,40,,F1,753-755 EAST 134 STREET,,10454,0,1,1,"15,193","35,082",1922,4,F1,"5,475,000",10/25/23
2,MOTT HAVEN/PORT MORRIS,27 FACTORIES,4,2585,1,,F5,781 EAST 133 STREET,,10454,0,6,6,"49,037","143,570",1925,4,F5,0,10/31/23
2,MOTT HAVEN/PORT MORRIS,29 COMMERCIAL GARAGES,4,2284,2,,G7,284 WILLIS AVENUE,,10454,0,0,0,"2,733",0,,4,G7,0,1/16/24
2,MOTT HAVEN/PORT MORRIS,29 COMMERCIAL GARAGES,4,2322,5,,G7,2510 PARK AVENUE,,10451,0,0,0,"22,385",0,,4,G7,"9,800,000",11/8/23
2,MOTT HAVEN/PORT MORRIS,29 COMMERCIAL GARAGES,4,2334,62,,G7,268 EAST 143RD STREET,,10451,0,0,0,"1,955",0,,4,G7,0,3/12/24
2,MOTT HAVEN/PORT MORRIS,29 COMMERCIAL GARAGES,4,2334,63,,G7,383 MORRIS AVENUE,,10451,0,0,0,"2,736",0,,4,G7,0,3/12/24
2,MOTT HAVEN/PORT MORRIS,29 COMMERCIAL GARAGES,4,2566,60,,G7,760 EAST 138 STREET,,10454,0,0,0,"1,750",0,,4,G7,"739,000",2/2/24
2,MOTT HAVEN/PORT MORRIS,29 COMMERCIAL GARAGES,4,2566,61,,G7,762 EAST 138 STREET,,10454,0,0,0,"1,750",0,,4,G7,"739,000",2/2/24
2,MOTT HAVEN/PORT MORRIS,29 COMMERCIAL GARAGES,4,2578,15,,G2,441 CONCORD AVENUE,,10455,0,1,1,"3,000","1,676",1931,4,G2,0,3/21/24
2,MOTT HAVEN/PORT MORRIS,29 COMMERCIAL GARAGES,4,2578,15,,G2,441 CONCORD AVENUE,,10455,0,1,1,"3,000","1,676",1931,4,G2,"1,081,763",9/29/23
2,MOTT HAVEN/PORT MORRIS,30 WAREHOUSES,4,2589,1,,E7,780 EAST 138 STREET,,10454,0,1,1,"27,315","76,100",1920,4,E7,"8,853,649",2/2/24
2,MOTT HAVEN/PORT MORRIS,31 COMMERCIAL VACANT LAND,4,2344,112,,V1,120 EAST 144 STREET,,10451,0,0,0,"44,541",0,1922,4,V1,0,3/6/24
2,MOTT HAVEN/PORT MORRIS,31 COMMERCIAL VACANT LAND,4,2566,62,,V1,764 EAST 138 STREET,,10454,0,0,0,"3,500",0,,4,V1,"739,000",2/2/24
2,MOTT HAVEN/PORT MORRIS,33 EDUCATIONAL FACILITIES,4,2546,27,,W3,94 BRUCKNER BOULEVARD,,10454,0,1,1,"8,772","39,614",2014,4,W3,0,11/8/23
2,MOTT HAVEN/PORT MORRIS,37 RELIGIOUS FACILITIES,4,2285,72,,M1,435 EAST 140 STREET,,10454,0,1,1,"5,000","6,308",1910,4,M1,"995,000",4/4/23
2,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY DWELLINGS,1,2791,36,,A1,1690 MONROE AV,,10457,1,0,1,"2,375","1,617",1910,1,A1,"543,000",5/17/23
2,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY DWELLINGS,1B,2802,33,,V0,258 MOUNT HOPE PLACE,,10457,0,0,0,"2,375",0,1905,1,A1,"1,900,000",10/31/23
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,1,2784,28,,B1,1415 TELLER AVENUE,,10456,2,0,2,"5,940","3,552",1920,1,B1,10,8/25/23
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,1,2784,62,,B1,1457 TELLER AVENUE,,10457,2,0,2,"3,924","3,500",1920,1,B1,10,3/14/24
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,1,2792,28,,B3,1682 WEEKS AVENUE,,10457,2,0,2,"2,375","1,434",1901,1,B3,"615,000",6/8/23
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,2,2792,31,,D1,1688-1690 WEEKS AVENUE,,10457,68,0,68,"5,700","32,225",1930,1,B1,0,6/30/23
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,2B,2792,45,,C1,1693 MONROE AVENUE,,10457,10,0,10,"2,280","3,700",1910,1,B1,"650,000",11/29/23
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,1,2792,49,,B1,1687 MONROE AVENUE,,10457,2,0,2,"2,565","2,540",1910,1,B1,0,5/8/23
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,1,2794,38,,B1,1686 MORRIS AVENUE,,10457,2,0,2,"2,061","4,095",1920,1,B1,"850,000",1/11/24
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,2,2797,38,,C1,1777 MONROE AVENUE,,10457,18,0,18,"2,375","7,759",1910,1,B1,0,9/18/23
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,1,2803,17,,B1,304 EAST TREMONT AVENUE,,10457,2,0,2,"3,742","2,690",1910,1,B1,"1,100,000",12/7/23
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,1,2807,51,,B1,2034 MORRIS AVENUE,,10453,2,0,2,"2,500","2,148",1899,1,B1,"600,000",6/9/23
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,1,2814,53,,B1,1970 ANTHONY AVENUE,,10457,2,0,2,"3,772","2,940",1901,1,B1,"1,750,000",2/21/24
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,1,2829,18,,B1,1989 MORRIS AVENUE,,10453,2,0,2,"2,000","3,132",1899,1,B1,0,4/21/23
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,1,2829,80,,B1,1985 MORRIS AVE,,10453,2,0,2,"2,000","3,384",1899,1,B1,"489,000",9/16/23
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,1,2890,12,,B2,1748 ANTHONY AVENUE,,10457,2,0,2,"1,714","2,898",1901,1,B2,"1,200,000",11/9/23
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,1,2890,13,,B2,1750 ANTHONY AVENUE,,10457,2,0,2,"1,738","2,898",1901,1,B2,"999,999",6/26/23
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,1,2892,9,,B2,1808 ANTHONY AVENUE,,10457,2,0,2,"6,805","1,668",1901,1,B2,"2,154,750",4/27/23
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2787,57,,C0,1503 TELLER AVENUE,,10457,3,0,3,"2,548","3,082",1920,1,C0,"1,018,500",11/30/23
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2790,4,,C0,1644 TOPPING AVENUE,,10457,3,0,3,"2,332","3,102",1997,1,C0,0,8/25/23
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2790,137,,C0,1682 TOPPING AVENUE,,10457,3,0,3,"2,027","3,009",1997,1,C0,"918,500",8/21/23
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2790,139,,C0,1678 TOPPING AVENUE,,10457,3,0,3,"3,306","2,820",1997,1,C0,0,3/19/24
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2791,101,,C0,301 MOUNT EDEN PARKWAY,,10457,3,0,3,"2,042","2,599",2002,1,C0,0,5/5/23
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2798,8,,C0,1742 MONROE AVENUE,,10457,3,0,3,"1,900","3,512",1901,1,C0,"985,000",1/30/24
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2798,52,,C0,1747 TOPPING AVENUE,,10457,3,0,3,"2,560","2,820",1997,1,C0,0,7/27/23
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2799,11,,C0,1750 TOPPING AVE,,10457,3,0,3,"2,375","4,984",1911,1,C0,"1,255,000",9/13/23
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2800,63,,C0,234 EAST 176,,10457,3,0,3,"1,608","2,377",1899,1,C0,10,6/7/23
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,2B,2804,77,,C1,239 MOUNT HOPE PLACE,,10457,10,0,10,"2,000","4,936",1899,1,C0,"999,999",8/31/23
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2814,96,,C0,309 EAST 178 STREET,,10457,3,0,3,"3,121","3,840",2007,1,C0,0,9/1/23
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2829,20,,C0,1983 MORRIS AVENUE,,10453,3,0,3,"2,000","3,432",1899,1,C0,0,5/5/23
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2829,58,,C0,2025 MORRIS AVENUE,,10453,3,0,3,"2,117","3,447",1899,1,C0,0,2/7/24
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2851,20,,C0,26 MT HOPE PLACE,,10453,3,0,3,"3,125","4,300",1910,1,C0,"1,400,000",2/28/24
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2892,7,,C0,1804 ANTHONY AVENUE,,10457,3,0,3,"2,315","1,512",1901,1,C0,"1,408,875",4/27/23
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,1,2892,8,,C0,1806 ANTHONY AVENUE,,10457,3,0,3,"5,231","3,282",1910,1,C0,"1,961,375",4/27/23
2,MOUNT HOPE/MOUNT EDEN,05 TAX CLASS 1 VACANT LAND,1B,2792,43,,V0,1697 MONROE AVENUE,,10457,0,0,0,"2,565",0,,1,V0,"1,850,000",5/10/23
2,MOUNT HOPE/MOUNT EDEN,05 TAX CLASS 1 VACANT LAND,1B,2792,44,,V0,1695 MONROE AVENUE,,10457,0,0,0,"2,280",0,,1,V0,"1,850,000",5/10/23
2,MOUNT HOPE/MOUNT EDEN,05 TAX CLASS 1 VACANT LAND,1B,2797,47,,V0,1751 MONROE AVENUE,,10457,0,0,0,"5,225",0,,1,V0,"2,415,000",4/28/23
2,MOUNT HOPE/MOUNT EDEN,05 TAX CLASS 1 VACANT LAND,1B,2814,48,,V0,1952 ANTHONY,,10457,0,0,0,"4,064",0,,1,V0,"1,400,000",6/22/23
2,MOUNT HOPE/MOUNT EDEN,05 TAX CLASS 1 VACANT LAND,1B,2814,48,,V0,1952 ANTHONY AVENUE,,10457,0,0,0,"4,064",0,,1,V0,"4,000,000",11/8/23
2,MOUNT HOPE/MOUNT EDEN,05 TAX CLASS 1 VACANT LAND,1B,2820,51,,V0,1527 MORRIS AVENUE,,10457,0,0,0,"2,311",0,,1,V0,"3,200,000",1/5/24
2,MOUNT HOPE/MOUNT EDEN,05 TAX CLASS 1 VACANT LAND,1B,2820,52,,V0,1521 MORRIS AVENUE,,10457,0,0,0,"2,833",0,,1,V0,"3,200,000",1/5/24
2,MOUNT HOPE/MOUNT EDEN,05 TAX CLASS 1 VACANT LAND,1B,2820,54,,V0,N/A MORRIS AVENUE,,10457,0,0,0,32,0,,1,V0,"3,200,000",1/5/24
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS,2A,2823,58,,C3,1693 SELWYN AVENUE,,10457,4,0,4,"2,375","3,950",1924,2,C3,0,5/8/23
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS,2,2851,14,,C5,14 MT HOPE PLACE,,10453,54,0,54,"6,250","16,685",1910,2,C5,"4,000,000",10/31/23
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS,2A,2851,18,,C3,22 MT HOPE PLACE,,10453,4,0,4,"3,125","3,072",1923,2,C3,0,1/25/24
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS,2,2854,1,,C7,1 EAST TREMONT AVE,,10453,12,3,15,"3,364","15,347",1908,2,C7,"1,165,000",1/4/24
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS,2,2784,10,,D1,306 EAST 171 STREET,,10457,80,0,80,"18,125","72,000",1928,2,D1,0,12/27/23
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS,2,2790,49,,D1,1701 CLAY AVENUE,,10457,17,0,17,"2,850","12,235",2022,2,D1,0,11/3/23
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS,2,2796,37,,D7,1777 WEEKS AVENUE,,10457,45,1,46,"5,111","34,272",2022,2,D7,0,5/9/23
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS,2,2796,50,,D1,225 CROSS BRONX EXPWY,,10457,38,0,38,"6,270","28,200",1961,2,D1,0,12/15/23
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS,2,2800,68,,D1,250 EAST 176 STREET,,10457,60,0,60,"11,753","52,000",1937,2,D1,0,12/27/23
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS,2,2803,38,,D1,325 EAST 176,,10457,57,0,57,"17,000","53,800",1939,2,D1,"5,300,000",9/12/23
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS,2,2805,60,,D1,125-129 MT HOPE PLACE,,10453,49,0,49,"10,875","42,400",1927,2,D1,0,7/24/23
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS,2,2814,55,,D1,1988 ANTHONY AVENUE,,10457,61,0,61,"12,406","42,175",2018,2,D1,0,10/13/23
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS,2,2820,9,,D1,1534 SELWYN AVENUE,,10457,73,0,73,"18,566","80,838",1928,2,D1,"8,986,788",4/6/23
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS,2,2822,19,,D7,1749 GRAND CONCOURSE,,10453,278,1,279,"34,205","423,500",1924,2,D7,0,12/27/23
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS,2,2828,1,,D7,53 EAST 177 STREET,,10453,81,1,82,"7,500","50,291",2022,2,D7,0,3/25/24
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS,2,2844,95,,D1,1475 WYTHE PLACE,,10452,73,0,73,"17,500","75,594",1929,2,D1,0,2/1/24
2,MOUNT HOPE/MOUNT EDEN,09 COOPS - WALKUP APARTMENTS,2C,2804,11,,C6,"212 EAST TREMONT AVENUE, 9",,10457,,,,,,1912,2,C6,"88,000",3/27/24
2,MOUNT HOPE/MOUNT EDEN,09 COOPS - WALKUP APARTMENTS,2,2808,90,,D1,2017 GRAND CONCOURSE,,10453,,,,,,1910,2,C6,1,6/28/23
2,MOUNT HOPE/MOUNT EDEN,10 COOPS - ELEVATOR APARTMENTS,2,2805,16,,D4,"1855 GRAND CONCOURSE,, 57",,10453,,,,,,1936,2,D4,"185,000",10/10/23
2,MOUNT HOPE/MOUNT EDEN,22 STORE BUILDINGS,4,2833,1,,K1,151 EAST 170 STREET,,10452,0,8,8,"9,703","9,700",1931,4,K1,"8,553,068",3/29/24
2,MOUNT HOPE/MOUNT EDEN,22 STORE BUILDINGS,4,2833,37,,K1,161-163 EAST 170 STREET,,10452,0,2,2,"3,025","1,894",1925,4,K1,0,2/14/24
