BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3030,66,,A1,4453 PARK AVENUE,,10457,1,0,1,"1,646","1,497",1899,1,A1,"215,000",4/18/23
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3030,66,,A1,4453 PARK AVENUE,,10457,1,0,1,"1,646","1,497",1899,1,A1,"570,000",8/23/23
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3035,52,,A1,461 EAST 178 STREET,,10457,1,0,1,"1,782","1,548",1899,1,A1,0,4/14/23
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3053,86,,S0,2364 WASHINGTON AVENUE,,10458,1,2,3,"1,911","4,080",1931,1,S0,0,10/24/23
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2904,22,,B9,454 EAST 172 STREET,,10457,2,0,2,"1,658","1,428",1901,1,B9,"350,000",6/26/23
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2904,22,,B9,454 EAST 172ND ST,,10457,2,0,2,"1,658","1,428",1901,1,B9,"500,000",2/8/24
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2904,22,,B9,454 EAST 172ND STREET,,10457,2,0,2,"1,658","1,428",1901,1,B9,"310,000",8/14/23
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2912,144,,B1,3813 3 AVENUE,,10457,2,0,2,"2,000","2,400",1993,1,B1,"763,000",9/7/23
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2912,151,,B1,519 EAST 171 STREET,,10457,2,0,2,"2,000","2,400",1993,1,B1,"750,000",5/18/23
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2927,125,,B1,1477 CROTONA PLACE,,10456,2,0,2,"1,900","2,394",1994,1,B1,"820,000",11/17/23
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2929,114,,B1,3854 3 AVENUE,,10457,2,0,2,"2,883","2,394",1995,1,B1,"815,000",6/7/23
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3035,46,,S2,1967 WASHINGTON AVENUE,,10457,2,1,3,"2,728","2,946",1899,1,S2,0,1/11/24
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3035,139,,B1,1985 WASHINGTON AVENUE,,10457,2,0,2,"2,910","2,340",1998,1,B1,"750,000",7/14/23
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3039,106,,B1,442 EAST 185 STREET,,10458,2,0,2,"1,500","2,400",1997,1,B1,"698,700",7/28/23
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3040,15,,B2,462 E 187TH ST,,10458,2,0,2,"1,642","1,820",1910,1,B2,0,6/7/23
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3045,16,,B3,2060 BATHGATE AVENUE,,10457,2,0,2,"1,429","1,872",1910,1,B3,"650,000",6/2/23
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3045,17,,B2,2064 BATHGATE AVENUE,,10457,2,0,2,"3,493","2,508",1910,1,B2,"693,500",8/17/23
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3046,52,,B3,2047 BATHGATE AVENUE,,10457,2,0,2,"2,329","1,431",1901,1,B3,"57,000",10/26/23
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3050,64,,B2,506 EAST 183,,10458,2,0,2,"1,316","2,112",1901,1,B2,"494,529",3/28/24
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,15,,B2,2305 BATHGATE,,10458,2,0,2,"2,358","2,652",1901,1,B2,0,3/19/24
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,15,,B2,2305 BATHGATE AVENUE,,10458,2,0,2,"2,358","2,652",1901,1,B2,"470,000",3/14/24
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3031,145,,C0,412 EAST 187,,10458,3,0,3,"1,784","2,302",2004,1,C0,"900,000",10/26/23
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3041,6,,C0,4686 PARK AVENUE,,10458,3,0,3,"1,404","3,900",2004,1,C0,0,7/3/23
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3041,6,,C0,4686 PARK AVENUE,,10458,3,0,3,"1,404","3,900",2004,1,C0,0,11/30/23
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3041,9,,C0,448 CYRUS PLACE,,10458,3,0,3,"2,500","1,960",1910,1,C0,"620,000",9/12/23
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3044,31,,C0,1989 BATHGATE,,10457,3,0,3,"2,085","2,801",2000,1,C0,0,6/20/23
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3047,29,,C0,2108 BATHGATE,,10457,3,0,3,"1,650","3,316",2005,1,C0,"885,000",3/15/24
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3031,14,,V0,2324 WEBSTER AVENUE,,10458,0,0,0,"7,185",0,,1,V0,0,2/29/24
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3051,7,,V0,2246 BATHGATE AVENUE,,10457,0,0,0,"2,923",0,,1,V0,"5,000",2/22/24
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,2924,6,,C1,1874 BATHGATE AVENUE,,10457,7,0,7,"1,628","5,184",1931,2,C1,"890,000",9/21/23
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2A,3036,53,,C3,2037 WASHINGTON AVENUE,,10457,4,0,4,"7,250","4,187",1899,2,C3,"25,000",4/13/23
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3035,48,,D4,"463 EAST 178 STREET, 1D",,10457,,,,,,1935,2,D4,"98,000",11/20/23
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3035,48,,D4,"463 EAST 178TH STREET, 6B",,10457,,,,,,1935,2,D4,"55,000",9/14/23
2,BATHGATE,22 STORE BUILDINGS,4,3052,11,,K1,4551 THIRD AVENUE,,10458,0,3,3,"5,483","2,680",1924,4,K1,"2,050,000",12/21/23
2,BATHGATE,29 COMMERCIAL GARAGES,4,3035,55,,G7,N/A EAST 178 STREET,,10457,0,0,0,"5,400",0,,4,G7,0,10/16/23
2,BATHGATE,29 COMMERCIAL GARAGES,4,3037,5,,G7,4390 PARK AVENUE,,10457,0,0,0,"2,275",0,,4,G7,"475,000",10/20/23
2,BATHGATE,29 COMMERCIAL GARAGES,4,3037,50,,G7,4448 PARK AVENUE,,10457,0,0,0,"7,050",0,,4,G7,0,6/19/23
2,BATHGATE,29 COMMERCIAL GARAGES,4,3044,73,,G2,4309 3 AVENUE,,10457,0,1,1,"8,288","16,380",1931,4,G2,"4,300,000",9/14/23
2,BATHGATE,29 COMMERCIAL GARAGES,4,3048,14,,G7,2176 BATHGATE AVENUE,,10457,0,0,0,"5,530",0,,4,G7,"1,350,000",7/11/23
2,BATHGATE,29 COMMERCIAL GARAGES,4,3050,69,,G9,502 EAST 183 STREET,,10458,0,4,4,"4,027","2,400",1901,4,G9,"575,000",4/27/23
2,BATHGATE,29 COMMERCIAL GARAGES,4,3053,18,,G7,2299 BATHGATE AVENUE,,10458,0,0,0,"1,127",0,,4,G7,"950,000",10/18/23
2,BATHGATE,29 COMMERCIAL GARAGES,4,3053,19,,G7,2297 BATHGATE AVENUE,,10458,0,0,0,"1,133",0,,4,G7,"950,000",10/18/23
2,BATHGATE,29 COMMERCIAL GARAGES,4,3053,20,,G7,2295 BATHGATE AVENUE,,10458,0,0,0,"1,073",0,,4,G7,"950,000",10/18/23
2,BATHGATE,29 COMMERCIAL GARAGES,4,3053,21,,G7,2293 BATHGATE AVENUE,,10458,0,0,0,"1,127",0,,4,G7,"950,000",10/18/23
2,BATHGATE,30 WAREHOUSES,4,2897,62,,E1,428 EAST 173 STREET,,10457,0,2,2,"24,890","22,745",1931,4,E1,0,12/29/23
2,BATHGATE,30 WAREHOUSES,4,2897,140,,E1,1624 WEBSTER AVENUE,,10457,0,1,1,"53,060","30,870",1950,4,E1,0,12/29/23
2,BATHGATE,30 WAREHOUSES,4,2899,34,,E1,407 EAST 174 STREET,,10457,0,1,1,"3,439","3,320",1955,4,E1,"985,000",6/14/23
2,BATHGATE,30 WAREHOUSES,4,2906,93,,E9,463 EAST 173 STREET,,10457,0,2,2,"19,114","54,700",1945,4,E9,0,12/29/23
2,BATHGATE,30 WAREHOUSES,4,3027,35,,E1,4239 PARK AVENUE,,10457,0,1,1,"3,242","2,250",1910,4,E1,0,5/3/23
2,BATHGATE,30 WAREHOUSES,4,3037,52,,E9,4452 PARK AVENUE,,10457,0,1,1,"3,525","3,525",1931,4,E9,0,6/19/23
2,BATHGATE,30 WAREHOUSES,4,3038,45,,E1,449 E 182ND STREET,,10457,0,1,1,"9,942","9,800",1989,4,E1,"2,100,000",5/11/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4706,32,,A2,3540 LACONIA AVENUE,,10469,1,0,1,"2,500","1,052",1935,1,A2,"355,000",9/27/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4707,30,,A5,1127 EAST 212 STREET,,10469,1,0,1,"2,388","1,760",1945,1,A5,0,9/1/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,31,,A5,1113 EAST 214TH STREET,,10469,1,0,1,"1,710","1,890",1945,1,A5,0,5/12/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,51,,A5,1150 EAST 215 STREET,,10469,1,0,1,"1,710","1,732",1945,1,A5,0,1/9/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4710,8,,A5,1115 EAST 215 STREET,,10469,1,0,1,"1,710","1,798",1945,1,A5,"550,000",7/28/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4711,48,,A9,1323 NEEDHAM AVENUE,,10469,1,0,1,"1,710","1,690",1955,1,A9,"566,500",3/7/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,4,,A9,1456 STICKNEY PLACE,,10469,1,0,1,"1,890","1,690",1950,1,A9,0,10/12/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,9,,A9,1466 STICKNEY PLACE,,10469,1,0,1,"1,890","1,690",1950,1,A9,"610,000",3/22/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,62,,A9,1120 E. 221ST STREET,,10469,1,0,1,"1,746","1,690",1950,1,A9,"670,000",4/20/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4719,54,,A9,1423 HICKS ST,,10469,1,0,1,"1,758","1,690",1960,1,A9,0,2/26/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4722,65,,A2,1478 HICKS STREET,,10469,1,0,1,"2,375","2,024",1910,1,A2,"575,000",11/3/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4728,53,,A2,3468 KINGSLAND AVENUE,,10469,1,0,1,"2,013",936,1925,1,A2,0,9/27/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,47,,A5,3306 BOUCK AVENUE,,10469,1,0,1,"2,000","2,230",1950,1,A5,0,4/26/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,55,,A5,3324 BOUCK,,10469,1,0,1,"1,900","1,681",1940,1,A5,0,1/11/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,77,,A5,1286 GIVAN AVE,,10469,1,0,1,"1,904","1,280",1955,1,A5,"553,000",6/12/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4735,45,,A5,3328 WILSON AVENUE,,10469,1,0,1,"1,900","1,254",1930,1,A5,"525,000",11/9/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4736,162,,A5,3352 FISH AVENUE,,10469,1,0,1,"1,775","1,585",1935,1,A5,"577,000",2/9/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4738,51,,A5,3336 FENTON AVENUE,,10469,1,0,1,"2,208","1,476",1940,1,A5,10,6/24/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4740,47,,A5,3236 FISH AVENUE,,10469,1,0,1,"2,500","1,736",1935,1,A5,"600,000",12/22/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,33,,A5,3212 FENTON AVENUE,,10469,1,0,1,"2,050","1,280",1920,1,A5,"375,026",12/15/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,34,,A5,3214 FENTON AVENUE,,10469,1,0,1,"2,050","1,280",1920,1,A5,0,11/10/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,50,,A5,3246 FENTON AVENUE,,10469,1,0,1,"2,050","1,340",1920,1,A5,"475,000",4/10/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,53,,A5,3252 FENTON AVENUE,,10469,1,0,1,"2,050","1,280",1920,1,A5,"710,000",2/1/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4743,24,,A5,3329 EASTCHESTER ROAD,,10469,1,0,1,"1,800","1,420",1950,1,A5,0,4/25/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4743,29,,A5,3309 EASTCHESTER ROAD,,10469,1,0,1,"1,800","1,782",1950,1,A5,"648,000",7/5/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4743,121,,A5,3339 EASTCHESTER ROAD,,10469,1,0,1,"1,800","1,620",1950,1,A5,"489,999",8/3/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4744,43,,A5,3324 EASTCHESTER ROAD,,10469,1,0,1,"2,300","1,360",1960,1,A5,"636,000",6/9/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4748,66,,A1,1614 GIVAN AVENUE,,10469,1,0,1,"2,599","1,200",1935,1,A1,0,5/2/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,26,,A5,3323 GUNTHER AVENUE,,10469,1,0,1,"1,710","1,539",1950,1,A5,"360,000",11/2/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,26,,A5,3323 GUNTHER AVENUE,,10469,1,0,1,"1,710","1,539",1950,1,A5,"665,000",3/15/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,28,,A5,3319 GUNTHER AVE,,10469,1,0,1,"1,710","1,890",1950,1,A5,10,1/24/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,33,,A5,3309 GUNTHER AVENUE,,10469,1,0,1,"1,710","1,539",1950,1,A5,0,8/9/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,64,,A5,3350 TIEMANN AVENUE,,10469,1,0,1,"1,710","1,782",1950,1,A5,0,10/5/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4761,3,,A2,1 FOX TERRACE,,10469,1,0,1,"1,042",852,1935,1,A2,0,6/27/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4764,43,,A2,3112 MICKLE AVE,,10469,1,0,1,"4,750","1,180",1899,1,A2,"400,000",4/7/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4768,52,,A1,3028 KINGSLAND AVENUE,,10469,1,0,1,"2,375","1,224",1910,1,A1,"125,000",4/10/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,10,,A1,3049 WICKHAM AVENUE,,10469,1,0,1,"3,555","1,643",1920,1,A1,"640,000",11/21/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,120,,A5,3027 WICKHAM AVENUE,,10469,1,0,1,"2,660","1,690",1950,1,A5,"661,000",5/25/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4775,31,,A5,3001 BRUNER AVENUE,,10469,1,0,1,"1,768","1,384",1955,1,A5,"590,000",8/30/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4775,35,,A5,3004 WICKHAM AVENUE,,10469,1,0,1,"4,200","1,384",1955,1,A5,0,1/6/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4778,34,,A2,3108 GRACE,,10469,1,0,1,"3,650","1,268",1950,1,A2,"394,250",6/7/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4778,34,,A2,3108 GRACE AVENUE,,10469,1,0,1,"3,650","1,268",1950,1,A2,"740,000",10/10/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,4,,A5,3057 GRACE AVENUE,,10469,1,0,1,"2,653","1,368",1960,1,A5,0,12/2/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,15,,A5,3031 GRACE AVE,,10469,1,0,1,"2,653","1,368",1960,1,A5,0,1/8/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,19,,A5,3021 GRACE,,10469,1,0,1,"2,653","1,260",1960,1,A5,"645,000",8/7/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,25,,A5,3035 EDSON AVENUE,,10469,1,0,1,"1,710","1,674",1955,1,A5,"530,000",10/13/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,34,,A5,3017 EDSON AVENUE,,10469,1,0,1,"1,692","1,674",1955,1,A5,0,9/5/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,39,,A5,3007 EDSON AVE,,10469,1,0,1,"1,692","1,674",1955,1,A5,10,10/2/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,57,,A5,3028 GRACE AVENUE,,10469,1,0,1,"1,895","1,920",1955,1,A5,"630,000",4/28/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,70,,A5,3050 GRACE AVENUE,,10469,1,0,1,"1,737","1,116",1955,1,A5,"105,000",4/21/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,70,,A5,3050 GRACE AVENUE,,10469,1,0,1,"1,737","1,116",1955,1,A5,"280,000",11/14/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4784,8,,A5,2947 KINGSLAND AVENUE,,10469,1,0,1,"1,692","1,534",1960,1,A5,"550,000",1/10/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4784,70,,A5,1618 ADEE AVENUE,,10469,1,0,1,"1,443","1,534",1960,1,A5,"560,000",3/21/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4787,26,,A1,2811 TIEMANN AVENUE,,10469,1,0,1,"2,000","1,322",1925,1,A1,0,1/4/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4787,54,,A2,2818 KINGSLAND AVENUE,,10469,1,0,1,"3,555","1,045",1930,1,A2,0,6/14/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4788,28,,A2,2913 GUNTHER AVENUE,,10469,1,0,1,"3,132",665,1925,1,A2,0,12/12/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4788,42,,A2,2922 TIEMANN AVENUE,,10469,1,0,1,"2,375",910,1930,1,A2,"190,000",3/7/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4792,18,,A9,2831 GUNTHER AVENUE,,10469,1,0,1,"2,375","2,034",1925,1,A9,"563,000",3/29/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4792,20,,A1,2827 GUNTHER AVENUE,,10469,1,0,1,"4,750","1,244",1910,1,A1,0,10/30/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4793,50,,A5,2840 GUNTHER AVENUE,,10469,1,0,1,"2,375","1,280",1950,1,A5,0,6/16/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4794,53,,A2,2848 WICKHAM AVENUE,,10469,1,0,1,"2,375","1,117",1935,1,A2,"410,000",9/18/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4795,36,,A5,2814 BRUNER AVENUE,,10469,1,0,1,"1,706","1,732",1965,1,A5,"350,000",1/23/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4803,49,,A1,2738 GUNTHER AVENUE,,10469,1,0,1,"2,375","1,116",1925,1,A1,"300,000",2/8/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4803,49,,A1,2738 GUNTHER AVENUE,,10469,1,0,1,"2,375","1,116",1925,1,A1,"450,000",3/18/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4880,19,,A1,3235 BAYCHESTER AVENUE,,10469,1,0,1,"2,500","1,526",1920,1,A1,"639,000",11/28/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4881,132,,A2,3355 EDSON AVENUE,,10469,1,0,1,"1,064","1,470",1925,1,A2,0,6/21/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4882,1,,A2,3378 ELY AVENUE,,10469,1,0,1,"6,650",796,1901,1,A2,10,11/28/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4882,132,,A5,3386 ELY AVENUE,,10469,1,0,1,"1,615","1,360",1901,1,A5,"510,000",7/11/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4884,18,,A1,3457 ELY AVENUE,,10469,1,0,1,"2,375",844,1930,1,A1,"605,000",6/30/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4884,33,,A1,3403 ELY AVENUE,,10469,1,0,1,"2,660",828,1930,1,A1,"505,000",9/1/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,47,,A1,3418 GRACE AVENUE,,10469,1,0,1,"3,555","1,296",1925,1,A1,0,1/10/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,47,,A1,3418 GRACE AVENUE,,10469,1,0,1,"3,555","1,296",1925,1,A1,0,3/20/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4888,18,,A5,1302 E 223RD ST,,10466,1,0,1,"1,600",960,1950,1,A5,"5,300",6/15/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4893,21,,A9,1950 NEEDHAM AVENUE,,10466,1,0,1,"3,108","1,452",1925,1,A9,0,6/26/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4897,10,,A5,1263 EAST 222 STREET,,10469,1,0,1,"1,800","1,690",1950,1,A5,0,6/14/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4898,145,,A5,1814 SCHIEFFELIN AVENUE,,10466,1,0,1,"1,800","1,674",1955,1,A5,"377,400",6/15/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4901,40,,A5,1174 EAST 223 STREET,,10466,1,0,1,"2,025","1,280",1950,1,A5,0,11/27/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4902,4,,A5,1183 EAST 223 STREET,,10466,1,0,1,"2,025","1,280",1950,1,A5,0,8/24/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4905,31,,A1,1286 EAST 229 STREET,,10466,1,0,1,"3,150","1,856",1965,1,A1,"585,000",5/16/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4934,20,,A5,1157 GRENADA PLACE,,10466,1,0,1,"1,962","1,188",1940,1,A5,"310,000",4/24/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4934,20,,A5,1157 GRENADA PLACE,,10466,1,0,1,"1,962","1,188",1940,1,A5,"615,000",8/15/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4934,21,,A5,1155 GRENADA PLACE,,10466,1,0,1,"1,926","1,188",1940,1,A5,"555,000",4/24/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4934,57,,A5,1181 GRENADA PL,,10466,1,0,1,"1,658","1,188",1941,1,A5,0,12/26/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4939,116,,A5,3873 AMUNDSON AVENUE,,10466,1,0,1,"1,800","1,872",1957,1,A5,0,12/28/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4944,48,,A1,3704 SECOR AVENUE,,10466,1,0,1,"3,464","1,108",1925,1,A1,0,5/8/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4945,38,,A1,3705 HARPER AVENUE,,10466,1,0,1,"2,500","1,084",1930,1,A1,0,6/21/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4945,82,,A1,1468 EAST 233RD,,10466,1,0,1,"2,289","1,788",1925,1,A1,"660,000",8/18/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4945,95,,A1,2121 GARRETT PLACE,,10466,1,0,1,"2,658","1,130",1930,1,A1,"300,000",12/26/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4946,14,,A1,2174 LIGHT STREET,,10466,1,0,1,"3,500","1,456",1930,1,A1,0,12/12/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4946,41,,B3,2179 LIGHT STREET,,10466,2,0,2,"3,500","2,616",1930,1,A2,"1,120,000",6/2/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4951,71,,A1,3716 ROMBOUTS AVE,,10466,1,0,1,"2,500","1,217",1925,1,A1,"550,000",8/2/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4952,43,,A1,2288 LIGHT STREET,,10466,1,0,1,"3,000","1,246",1925,1,A1,"472,500",5/10/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4958,77,,A5,1331 EAST 233 STREET,,10466,1,0,1,"1,692","1,728",1960,1,A5,"490,000",8/17/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4959,59,,A5,3935 MONTICELLO AVENUE,,10466,1,0,1,"2,510","2,052",1958,1,A5,"712,000",2/23/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4960,37,,A1,3972 MONTICELLO AVENUE,,10466,1,0,1,"4,750","1,408",1935,1,A1,"715,000",2/22/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4960,54,,A2,3957 SETON AVENUE,,10466,1,0,1,"3,750","1,356",1930,1,A2,"540,000",6/29/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4963,57,,A1,3957 BELL AVENUE,,10466,1,0,1,"2,625","1,948",1939,1,A1,0,2/28/24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4964,28,,A1,3924 PRATT AVENUE,,10466,1,0,1,"2,808","1,938",1925,1,A1,"580,000",4/17/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4970,3,,A2,4039 ROMBOUTS AVENUE,,10466,1,0,1,"3,220","1,286",1945,1,A2,"955,000",5/3/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4970,6,,A1,4031 ROMBOUTS AVENUE,,10466,1,0,1,"2,760","1,056",1925,1,A1,"540,000",4/3/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4971,16,,A2,3966 ROMBOUTS AVENUE,,10466,1,0,1,"2,076","1,114",1932,1,A2,"437,000",4/27/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4971,32,,A1,4000 ROMBOUTS AVENUE,,10466,1,0,1,"6,554","1,255",1930,1,A1,"605,000",11/2/23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4977,40,,A1,4061 BRUNER AVENUE,,10466,1,0,1,"2,500","1,148",1930,1,A1,"605,000",6/26/23
